feature,chi2,p,n_target,n_reference,p_value,p_adjusted,significant
nathaniel,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
omnicef,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
pontine,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
posteriorly,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
preclude,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
reg,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
springs,1.0495738599782272,0.30560525113955606,15,8,0.30560525113955594,0.7775327593107332,FALSE
scanner,1.02491223411647,0.311356640478361,43,28,0.311356640478361,0.7920205823450468,FALSE
kept,1.0152899790665708,0.313638850602154,32,20,0.31363885060215396,0.7976799113739821,FALSE
gum,1.0117882422789666,0.3144748123666189,25,15,0.31447481236661884,0.7995132104997198,FALSE
nasolabial,1.0117882422789666,0.3144748123666189,25,15,0.31447481236661884,0.7995132104997198,FALSE
wbat,1.0105859103971244,0.31476251393464383,123,89,0.3147625139346438,0.8000981983964618,FALSE
nephrostomy,1.0042547816776282,0.31628316082802166,59,40,0.31628316082802166,0.8038164356341067,FALSE
stairs,0.9984628180787535,0.31768274698576904,183,136,0.3176827469857691,0.807225699393587,FALSE
50,0.9933897418000767,0.318915300886632,2668,2157,0.318915300886632,0.810209367846064,FALSE
according,0.9879698440219512,0.32023906905207666,207,155,0.3202390690520766,0.8134236338815457,FALSE
factors,0.9860789385372597,0.3207026082023151,562,439,0.32070260820231516,0.814339766245792,FALSE
medicaid,0.9857338980664149,0.3207872871400598,36,23,0.3207872871400597,0.814339766245792,FALSE
transferrin,0.9857338980664149,0.3207872871400598,36,23,0.3207872871400597,0.814339766245792,FALSE
although,0.9853037109085634,0.3208929037845214,231,174,0.3208929037845215,0.814339766245792,FALSE
appear,0.9853037109085634,0.3208929037845214,231,174,0.3208929037845215,0.814339766245792,FALSE
transfusion,0.9781662912012398,0.3226519390021453,115,83,0.3226519390021453,0.8186541433687972,FALSE
voiced,0.9680388511922531,0.32516977120715795,72,50,0.32516977120715795,0.824891863433099,FALSE
association,0.9669722614638123,0.3254364506867852,22,13,0.32543645068678523,0.8251162584134282,FALSE
habitus,0.9669722614638123,0.3254364506867852,22,13,0.32543645068678523,0.8251162584134282,FALSE
preservision,0.9669722614638123,0.3254364506867852,22,13,0.32543645068678523,0.8251162584134282,FALSE
entirely,0.9613487558404284,0.32684729352283437,29,18,0.3268472935228343,0.8283908868136214,FALSE
reynolds,0.9613487558404284,0.32684729352283437,29,18,0.3268472935228343,0.8283908868136214,FALSE
douglas,0.9542871647148773,0.3286304319215946,44,29,0.3286304319215946,0.8327582683742066,FALSE
tee,0.9475550949327556,0.3303424085946157,48,32,0.3303424085946158,0.8369437637669863,FALSE
joyce,0.9453779718586706,0.3308985919113171,56,38,0.330898591911317,0.838199989614496,FALSE
justin,0.9448880759044318,0.3310239159633438,52,35,0.33102391596334374,0.8383645457357551,FALSE
rhonchi,0.9439266402735853,0.33127005198276593,331,254,0.3312700519827658,0.8388349593415925,FALSE
faint,0.9287899437053453,0.33517755496417867,33,21,0.33517755496417867,0.8482654994346716,FALSE
hurt,0.9287899437053453,0.33517755496417867,33,21,0.33517755496417867,0.8482654994346716,FALSE
track,0.9287899437053453,0.33517755496417867,33,21,0.33517755496417867,0.8482654994346716,FALSE
glycolax,0.9269586439094903,0.33565446855532377,19,11,0.33565446855532377,0.848699237896394,FALSE
lloyd,0.9269586439094903,0.33565446855532377,19,11,0.33565446855532377,0.848699237896394,FALSE
peripherally,0.9269586439094903,0.33565446855532377,19,11,0.33565446855532377,0.848699237896394,FALSE
rll,0.9269586439094903,0.33565446855532377,19,11,0.33565446855532377,0.848699237896394,FALSE
vaccinated,0.9269586439094903,0.33565446855532377,19,11,0.33565446855532377,0.848699237896394,FALSE
mchc,0.9121874316507719,0.339534694167124,86,61,0.339534694167124,0.8583540894224946,FALSE
prompted,0.9086652118666011,0.3404688254881012,26,16,0.3404688254881012,0.860558965824247,FALSE
ostial,0.9079561852657902,0.34065728507444726,37,24,0.34065728507444726,0.8607220360922316,FALSE
vincent,0.9079561852657902,0.34065728507444726,37,24,0.34065728507444726,0.8607220360922316,FALSE
reasons,0.9023951502018566,0.34214029420938696,65,45,0.3421402942093869,0.8643118490858812,FALSE
endarterectomy,0.8953099548495324,0.34404240535662656,61,42,0.3440424053566265,0.8683173824310344,FALSE
stenting,0.8952265272231112,0.34406488753225184,41,27,0.34406488753225184,0.8683173824310344,FALSE
functionally,0.8946287225597901,0.34422604274355784,16,9,0.34422604274355784,0.8683173824310344,FALSE
kill,0.8946287225597901,0.34422604274355784,16,9,0.34422604274355784,0.8683173824310344,FALSE
loaded,0.8946287225597901,0.34422604274355784,16,9,0.34422604274355784,0.8683173824310344,FALSE
quadriceps,0.8946287225597901,0.34422604274355784,16,9,0.34422604274355784,0.8683173824310344,FALSE
selenium,0.8946287225597901,0.34422604274355784,16,9,0.34422604274355784,0.8683173824310344,FALSE
trochanter,0.8946287225597901,0.34422604274355784,16,9,0.34422604274355784,0.8683173824310344,FALSE
requirement,0.8898937313083647,0.34550610733200826,57,39,0.3455061073320082,0.8713881105382716,FALSE
planned,0.8893896738003624,0.34564275409697676,192,144,0.34564275409697676,0.8715744756087346,FALSE
mch,0.8859060891686901,0.34658913544111514,91,65,0.346589135441115,0.8722721523831761,FALSE
distributions,0.885777814522246,0.34662405064922586,49,33,0.34662405064922597,0.8722721523831761,FALSE
accounting,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
adhering,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
blocking,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
casey,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
dogs,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
ectatic,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
ee,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
eschar,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
jump,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
kitchen,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
lysed,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
ofloxacin,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
osteoporotic,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
reminders,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
srs,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
terrence,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
torso,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
waltz,0.8837541865447246,0.3471754955989773,10,5,0.3471754955989774,0.8722721523831761,FALSE
classified,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
cleanser,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
dod,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
enactment,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
leaking,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
radiological,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
rigors,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
tricompartmental,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
weaver,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
wrapped,0.8757451633027975,0.34936969919426597,13,7,0.34936969919426597,0.8762000274664428,FALSE
communication,0.874474141670188,0.3497196477271016,345,266,0.3497196477271016,0.8769193333240142,FALSE
cleansed,0.872311237238409,0.3503162541989595,30,19,0.3503162541989597,0.878098259261749,FALSE
subcu,0.872311237238409,0.3503162541989595,30,19,0.3503162541989597,0.878098259261749,FALSE
front,0.8608158915732286,0.3535104708346837,123,90,0.3535104708346837,0.8859449529814005,FALSE
anticoagulants,0.857749159670665,0.35436934071289694,23,14,0.3543693407128969,0.8869770721141512,FALSE
malleolus,0.857749159670665,0.35436934071289694,23,14,0.3543693407128969,0.8869770721141512,FALSE
mapping,0.857749159670665,0.35436934071289694,23,14,0.3543693407128969,0.8869770721141512,FALSE
opiates,0.857749159670665,0.35436934071289694,23,14,0.3543693407128969,0.8869770721141512,FALSE
sitagliptin,0.857749159670665,0.35436934071289694,23,14,0.3543693407128969,0.8869770721141512,FALSE
sources,0.857749159670665,0.35436934071289694,23,14,0.3543693407128969,0.8869770721141512,FALSE
successfully,0.857749159670665,0.35436934071289694,23,14,0.3543693407128969,0.8869770721141512,FALSE
coagulation,0.8361918290117529,0.3604881858526171,38,25,0.36048818585261705,0.9021298041994591,FALSE
complication,0.833208390370034,0.36134642718343724,204,154,0.3613464271834371,0.9041146689156472,FALSE
pro,0.831501489320688,0.36183871677519563,54,37,0.3618387167751957,0.9051833460537991,FALSE
consults,0.8278040176742011,0.36290828973007727,166,124,0.36290828973007727,0.9072565452787215,FALSE
scr,0.8277486256904919,0.3629243462395678,50,34,0.3629243462395679,0.9072565452787215,FALSE
later,0.8233875131936438,0.36419159465393014,190,143,0.36419159465393003,0.9072565452787215,FALSE
acts,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
arteriography,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
blunted,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
doac,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
dorsiflexors,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
entrance,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
fin,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
gelato,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
genmed,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
grad,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
inadvertent,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
invega,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
ira,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
jersey,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
kicking,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
lather,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
matheson,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
milton,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
misplacing,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
naltrexone,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
nonphysical,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
overly,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
parties,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
persons,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
physicial,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
precordial,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
proteinaceous,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
sjm,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
uncommon,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
voss,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
widespread,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
williamson,0.8207748088925413,0.3649537273001813,8,3,0.3649537273001812,0.9072565452787215,FALSE
plane,0.8164563375988579,0.36621829084219637,27,17,0.3662182908421963,0.9102372658388089,FALSE
atn,0.8094290446069987,0.36828910767382406,20,12,0.368289107673824,0.9145659603936602,FALSE
clinician,0.8094290446069987,0.36828910767382406,20,12,0.368289107673824,0.9145659603936602,FALSE
intern,0.8094290446069987,0.36828910767382406,20,12,0.368289107673824,0.9145659603936602,FALSE
prox,0.8094290446069987,0.36828910767382406,20,12,0.368289107673824,0.9145659603936602,FALSE
staining,0.8094290446069987,0.36828910767382406,20,12,0.368289107673824,0.9145659603936602,FALSE
man,0.8075875844177036,0.36883444462869963,67,47,0.3688344446286995,0.9155927795260067,FALSE
potentially,0.8075875844177036,0.36883444462869963,67,47,0.3688344446286995,0.9155927795260067,FALSE
rocaltrol,0.7915851070619552,0.3736212539282536,31,20,0.3736212539282537,0.9273097919602421,FALSE
98,0.7898358792808453,0.3741497566085733,752,596,0.37414975660857325,0.9284555957721055,FALSE
ai,0.7771897418710829,0.3780019969264371,35,23,0.37800199692643716,0.9378473982335273,FALSE
addition,0.7741863256430594,0.37892508656478574,197,149,0.3789250865647857,0.9399697316124859,FALSE
becomes,0.7732060348067236,0.3792270635387678,51,35,0.3792270635387677,0.9403829111747802,FALSE
shin,0.7732060348067236,0.3792270635387678,51,35,0.3792270635387677,0.9403829111747802,FALSE
existing,0.7698857517342474,0.3802523982584646,39,26,0.3802523982584645,0.9425888915602023,FALSE
scoring,0.7698857517342474,0.3802523982584646,39,26,0.3802523982584645,0.9425888915602023,FALSE
arrhythmias,0.7690117663524675,0.3805229440219373,47,32,0.3805229440219373,0.9429229562035124,FALSE
ringers,0.7690117663524675,0.3805229440219373,47,32,0.3805229440219373,0.9429229562035124,FALSE
drains,0.7676048370286845,0.38095903653858354,43,29,0.3809590365385836,0.9438351870289668,FALSE
flat,0.7652634135937512,0.3816863535917634,212,161,0.38168635359176334,0.9447157576811169,FALSE
drawing,0.7651469752558232,0.3817225741310698,17,10,0.3817225741310698,0.9447157576811169,FALSE
fletcher,0.7651469752558232,0.3817225741310698,17,10,0.3817225741310698,0.9447157576811169,FALSE
hypodense,0.7651469752558232,0.3817225741310698,17,10,0.3817225741310698,0.9447157576811169,FALSE
metal,0.7651469752558232,0.3817225741310698,17,10,0.3817225741310698,0.9447157576811169,FALSE
undermining,0.7651469752558232,0.3817225741310698,17,10,0.3817225741310698,0.9447157576811169,FALSE
stents,0.7635115490804076,0.38223182160375335,68,48,0.3822318216037533,0.9457127176517153,FALSE
57,0.7634160507676641,0.3822615880838599,183,138,0.38226158808385985,0.9457127176517153,FALSE
bb,0.7614651159936676,0.38287040694068286,24,15,0.3828704069406829,0.9460393314355355,FALSE
exact,0.7614651159936676,0.38287040694068286,24,15,0.3828704069406829,0.9460393314355355,FALSE
hunter,0.7614651159936676,0.38287040694068286,24,15,0.3828704069406829,0.9460393314355355,FALSE
ranging,0.7614651159936676,0.38287040694068286,24,15,0.3828704069406829,0.9460393314355355,FALSE
rm,0.7614651159936676,0.38287040694068286,24,15,0.3828704069406829,0.9460393314355355,FALSE
sedimentatio,0.7614651159936676,0.38287040694068286,24,15,0.3828704069406829,0.9460393314355355,FALSE
stays,0.7614651159936676,0.38287040694068286,24,15,0.3828704069406829,0.9460393314355355,FALSE
nebulizer,0.7607929555810379,0.3830804831148318,222,169,0.38308048311483184,0.9463900444649412,FALSE
taking,0.7515353031750089,0.3859905796344709,2540,2060,0.385990579634471,0.9534097742385146,FALSE
reid,0.7337380360052576,0.3916742224093691,28,18,0.3916742224093691,0.9669326830863363,FALSE
responsible,0.7337380360052576,0.3916742224093691,28,18,0.3916742224093691,0.9669326830863363,FALSE
terminal,0.7337380360052576,0.3916742224093691,28,18,0.3916742224093691,0.9669326830863363,FALSE
alfa,0.7276560679980223,0.393644004735221,14,8,0.3936440047352209,0.9698991629887321,FALSE
anywhere,0.7276560679980223,0.393644004735221,14,8,0.3936440047352209,0.9698991629887321,FALSE
bernice,0.7276560679980223,0.393644004735221,14,8,0.3936440047352209,0.9698991629887321,FALSE
eoms,0.7276560679980223,0.393644004735221,14,8,0.3936440047352209,0.9698991629887321,FALSE
imp,0.7276560679980223,0.393644004735221,14,8,0.3936440047352209,0.9698991629887321,FALSE
lacks,0.7276560679980223,0.393644004735221,14,8,0.3936440047352209,0.9698991629887321,FALSE
oxy,0.7276560679980223,0.393644004735221,14,8,0.3936440047352209,0.9698991629887321,FALSE
